"Population","Latitude","Longitude","Median_house_value","Median_household_income","Mean_household_income"
3741,37.33326,-121.9437,616,94426,114206
7079,37.33187,-121.9572,668.9,66432,92427
4617,37.33834,-121.9617,604.7,100625,105797
3808,37.33027,-121.9713,660.9,90958,109753
4699,37.32685,-121.9858,776.4,116250,123824
6163,37.32013,-121.9825,520.9,73628,87565
6064,37.31422,-121.9857,697.8,75405,96093
5334,37.31952,-121.964,593.8,54576,67313
6388,37.30985,-121.9565,699.6,93268,109961
4380,37.31554,-121.9465,741.9,67158,122643
6045,37.28459,-121.9541,664.7,66250,81332
4482,37.29296,-121.9817,722.4,82548,101315
7324,37.28051,-121.9863,717.9,113988,119351
3941,37.29696,-121.9696,647.6,80600,90563
5455,37.2738,-121.9628,665.2,84626,108978
3625,37.26472,-121.9681,672.6,82342,98792
3629,37.23984,-121.9335,840.6,122232,142301
2632,37.25182,-121.9644,917.4,126346,148098
2222,37.31753,-122.0108,849.1,64792,87817
6090,37.31749,-122.0015,927,107537,120922
3321,37.33101,-122.0032,847.6,130929,144466
7684,37.34455,-122.0039,835.4,101712,115998
4194,37.34561,-122.0173,859.5,116932,145077
6834,37.36301,-122.0561,898.5,99333,126185
2817,37.35583,-122.0429,959.3,173125,179832
6023,37.36459,-122.0416,891.9,126960,146129
6506,37.3568,-122.0269,744.7,89191,104900
3066,37.35716,-121.9985,375.5,100246,101799
3668,37.37651,-122.0409,768.4,117875,117064
5227,37.38347,-122.0155,559.2,88207,101499
7407,37.39216,-122.021,557,76510,85709
4171,37.37851,-122.0502,839.2,108750,133423
2978,37.40978,-122.1001,834.5,94896,112499
3706,37.4063,-122.0922,600.8,59922,76209
5121,37.39809,-122.0967,375.5,53897,71098
6076,37.40143,-122.1039,572.7,101632,107402
3128,37.38664,-122.0737,867.1,96452,142137
5684,37.22963,-121.8769,880.7,143512,173281
4669,37.23748,-121.8969,739.2,121224,133619
6774,37.25802,-121.7787,630.3,139207,161416
4737,37.27122,-121.8454,607.4,85602,93476
3203,37.26167,-121.8513,639.1,96471,121133
3871,37.25537,-121.8376,427.4,58300,79707
6892,37.24789,-121.8158,487.5,92686,113348
3074,37.23269,-121.8232,609.9,125766,136547
4406,37.23159,-121.8096,620.6,109063,121199
3389,37.22657,-121.7846,510.8,120306,114960
6125,37.23298,-121.7974,594.2,110192,124699
3101,37.22913,-121.7712,538.6,86400,102490
4585,37.24033,-121.8104,767.1,98548,120522
3214,37.24094,-121.8252,616.3,94494,105345
5602,37.23879,-121.8353,588.1,100938,119318
5461,37.24108,-121.8445,615.2,98722,104809
3988,37.24603,-121.8634,373.2,69750,80595
1666,37.17391,-121.7073,811,79688,114675
4014,37.05049,-121.6743,884.7,123587,154593
3936,37.1293,-121.6715,887.2,134167,163935
4996,37.1362,-121.605,686.7,115114,145311
3791,37.12082,-121.6364,427,54444,76501
3887,37.11998,-121.6517,614.5,77103,101251
5167,37.09042,-121.5872,859.2,113125,144385
7295,37.02119,-121.593,440.4,69018,87834
4111,36.99292,-121.5712,474,78625,100340
6194,37.00379,-121.5931,585.7,88568,109199
3954,37.00686,-121.5649,284.2,41458,51865
7331,36.99551,-122.0592,302.8,50170,71881
3341,36.96973,-122.0412,711.7,78177,89160
6873,36.97319,-122.0153,645,54409,65512
4236,36.97334,-122.0054,723.5,59148,78787
7866,36.96702,-122.0274,553.1,33781,46928
5444,36.95841,-122.0359,761.6,81736,108481
7466,36.92056,-121.7445,364.1,42500,59169
6710,36.91183,-121.7551,368.5,33080,36900
7976,36.91004,-121.7707,444.8,47938,59249
7646,36.9205,-121.7695,330.7,43173,52294
6088,36.92991,-121.7698,315.1,51673,64847
8349,36.9308,-121.7816,293.4,45682,50809
4283,37.06953,-122.1606,682.3,86512,102944
5180,37.08287,-122.0925,551.7,82269,112667
2602,37.08063,-122.0863,534.7,83826,85424
5687,37.16221,-122.0842,727.1,95536,137227
4733,37.08469,-122.0591,569.6,85000,92218
8360,37.06018,-122.0154,650.6,117277,126350
2963,37.0195,-121.9609,626.9,83380,130568
6114,37.03141,-122.0015,830.3,103438,132206
4144,36.99388,-121.9764,647,67875,93100
4373,36.97578,-121.9787,501.1,59940,70976
3362,36.97417,-121.9912,475,58495,74615
7458,36.97444,-121.9649,424.8,51214,67927
4909,37.001,-121.9407,841.5,77683,116177
6543,36.98622,-121.9327,506.4,71925,80778
3267,36.97692,-121.9152,577.5,57450,71713
6269,36.97463,-121.8842,720.5,75039,96558
2221,36.96594,-121.8776,757.9,90769,122811
3622,36.95769,-121.8781,827.2,99138,124830
7167,36.98406,-121.8076,717.1,77344,96989
1741,36.94636,-121.7085,799.1,55450,70004
1581,40.58236,-122.3904,155.1,22270,31603
2078,40.58018,-122.3789,224.6,38844,50151
4417,40.55257,-122.3782,244.9,31318,46454
2492,40.56375,-122.4127,352.4,70833,93183
5429,40.5806,-122.4223,298.6,62059,82585
4908,40.59663,-122.3494,218.7,49449,57951
2745,40.60803,-122.3302,287,80550,88198
5006,40.58133,-122.321,270,51114,60448
4362,40.62479,-122.3484,320.2,63039,64327
4293,40.55742,-122.362,226.2,30816,42400
1668,40.52947,-122.456,389.9,77083,106502
5324,40.53619,-122.3959,232.2,43333,53146
3096,40.51805,-122.3703,292.3,59590,69890
3971,40.55112,-122.3354,267.5,52833,71890
2804,40.5544,-122.3177,328.4,75365,80277
3877,40.65096,-122.4096,178,26484,44608
3282,40.68518,-122.3681,176.7,38438,43659
2464,40.61708,-122.256,284.2,54316,80432
2923,40.7001,-122.3185,241.8,41071,70757
4511,40.55207,-122.2497,370.5,65422,80654
4648,40.44316,-122.3029,181.7,33721,40880
4505,40.46246,-122.2974,181.9,35557,43720
5379,40.40586,-122.261,212.4,47230,59663
2578,40.47884,-122.3509,172,35222,43415
3913,40.39784,-122.3413,238.2,57560,72968
4134,40.49801,-121.8837,254.4,45244,59098
2198,40.53658,-122.0343,300,44669,56911
4392,40.88941,-121.6508,180.4,37695,44846
3240,39.61259,-120.4142,304.7,50308,56825
1458,41.95243,-121.4946,105.6,27941,36937
1847,41.62485,-122.8704,245.3,44471,53818
3755,41.66751,-122.6076,285.6,43679,56842
3362,41.73625,-122.6448,229.6,35709,50563
3412,41.47424,-122.9177,234.8,41389,49600
4292,38.11642,-122.2228,357.1,71000,82466
2280,38.11335,-122.2083,360.8,88984,85168
4412,38.13311,-122.1925,453.2,115323,141240
4000,38.10473,-122.2098,258.3,45288,65272
3206,38.10512,-122.223,174.6,55833,64207
2071,38.0943,-122.2139,253.9,55795,66127
3842,38.07254,-122.2185,309,98690,109543
2470,38.10113,-122.2491,357.6,47633,54913
3271,38.09698,-122.2359,225.7,51397,57407
2938,38.11456,-122.2358,308.7,64750,81809
3372,38.11599,-122.2626,273.1,50168,71406
3655,38.15177,-122.2713,248.2,72589,72165
5072,38.13386,-122.244,275.2,60426,68888
5833,38.14803,-122.2443,243.1,64481,72386
4157,38.05359,-122.1629,454.8,69110,95308
3874,38.05343,-122.1438,401.9,72847,77102
5180,38.10514,-122.195,390,62526,75799
5536,38.08911,-122.1666,529.5,144706,154736
4132,38.07394,-122.1688,477.9,84554,93664
3592,38.06869,-122.1563,437.1,90341,99742
8761,38.23241,-122.1491,530.4,107137,130317
9825,38.17733,-122.144,371.6,106447,118815
3303,38.26601,-122.0645,368.4,79866,85557
3368,38.27598,-122.0551,248,66723,75083
4393,38.28442,-122.0143,415.2,94167,97197
3427,38.27674,-122.0173,299.1,80833,88664
3674,38.26634,-122.0488,308.9,46875,54016
5148,38.26487,-122.0296,231.1,45897,55116
3807,38.26632,-122.0218,218.5,40222,46627
3263,38.26415,-122.0122,234.1,56912,62140
5962,38.2479,-121.9976,250.2,72037,73987
3844,38.25269,-121.9841,320.8,94004,106447
4753,38.2613,-122.003,207.1,61063,67954
4368,38.42904,-122.002,707.1,112500,135334
4726,38.40685,-121.939,431,87217,97405
3626,38.34223,-121.9568,298.5,67097,80652
5617,38.3401,-121.9444,364.8,91897,91381
4912,38.36729,-121.9474,270,50608,58285
3506,38.32195,-121.9554,397.1,125313,156631
5958,38.35255,-121.9683,213.5,58683,65040
3296,38.34194,-121.9655,265.4,65347,74765
4088,38.33965,-121.9916,284.3,54500,70393
4713,38.3679,-122.0084,371.3,83552,96250
3022,38.37606,-121.9753,389.3,99643,98287
3102,38.39413,-121.9718,469,125833,131161
8423,38.17637,-121.7078,284.4,59836,69815
4505,38.28192,-122.4636,600.4,47946,80030
4170,38.28943,-122.5039,522.5,58724,126576
5282,38.3173,-122.4868,378.7,39196,59065
5369,38.26966,-122.6351,631.7,119000,124525
4904,38.24314,-122.6395,417.1,65121,78473
3350,38.24186,-122.6523,590.1,92321,118675
3483,38.24948,-122.6735,707.4,80733,104351
6855,38.32421,-122.7043,209.5,55901,75447
5130,38.32449,-122.6948,395.3,63780,74407
3413,38.32454,-122.7079,377.7,56250,91639
4587,38.33377,-122.7001,347.9,54531,68954
4865,38.35718,-122.6714,404.5,74224,90105
6143,38.33915,-122.6836,362.5,62703,69320
6382,38.32919,-122.6815,388.9,74570,90129
7306,38.42377,-122.7008,338.4,53396,64197
9177,38.40608,-122.7091,81.9,47597,52779
3572,38.43165,-122.6497,678.5,120685,161380
3563,38.43643,-122.6678,447.2,78472,85841
5219,38.44295,-122.691,445.5,60380,76030
3004,38.45927,-122.7232,367.3,41328,55530
3527,38.44797,-122.7079,547.6,59187,77946
4329,38.45965,-122.6999,575.1,70069,92679
10001,38.47941,-122.7026,780.9,110815,149983
4178,38.46643,-122.6594,426.1,54570,75886
8365,38.48582,-122.6492,652.5,104612,124560
5271,38.51579,-122.7587,460,72560,91609
6807,38.46375,-122.7351,233.8,38988,50450
5114,38.45892,-122.7456,360.4,46029,59407
5234,38.47202,-122.7791,550,73370,81940
5742,38.42004,-122.7213,334.9,53112,58279
4046,38.42791,-122.7245,247.1,58676,77020
7522,38.40006,-122.7283,392.3,60694,73591
11010,38.4144,-122.7551,379.4,68911,75648
3840,38.38623,-122.8098,598.8,69250,89440
3490,38.47794,-123.0134,383.5,37014,50303
4092,38.47301,-122.8929,476.7,71250,82163
3239,38.55725,-122.8127,385.8,86357,95610
3288,38.55039,-122.8026,452.4,67692,75116
3861,38.55514,-122.7866,508.3,102841,115382
4251,38.54733,-122.8123,253.2,54432,71485
5421,38.61977,-122.8519,559.3,70976,107293
4147,38.61614,-122.8676,504.1,53864,74187
3760,38.61862,-122.8618,633.6,65962,80019
3925,38.80449,-123.0149,338.2,41240,50107
5994,38.79551,-123.0238,404.2,70337,79138
3747,38.37717,-122.9754,692.6,67410,99042
5908,37.76546,-120.8632,264,67196,82265
5883,37.72635,-120.945,179.4,61992,70168
10095,37.72152,-120.9462,296.7,77354,84350
4317,37.695,-120.9668,247.1,59286,83024
5564,37.69456,-120.9855,245.5,51563,64106
7165,37.72299,-121.0623,325.3,83051,124108
4930,37.69656,-121.0573,191.8,56223,62943
4895,37.69478,-121.0205,270.7,62279,75892
4295,37.693,-121.0038,204.1,39911,61291
4647,37.65574,-121.0467,264.7,70923,73559
4789,37.67804,-121.0384,85.7,35256,42349
4231,37.68538,-121.0226,214.3,47780,64536
5810,37.66147,-120.93,242.7,51250,77630
3200,37.68369,-120.985,290.5,67689,112255
4402,37.67355,-120.9843,194.2,44142,50980
6585,37.67305,-120.967,157.3,40414,45763
17129,37.67944,-120.938,283.4,80934,94662
3623,37.6495,-120.9939,209.3,44338,59162
5778,37.66094,-121.0036,297.9,64167,84155
4803,37.62799,-121.0161,124.1,28131,41995
5706,37.617,-121.0257,100,35246,44701
4527,37.643,-120.9038,170.1,32265,41701
4458,37.64502,-120.9255,222.1,60602,71709
4165,37.63137,-120.9716,140.4,19398,29568
6223,37.62356,-121.0062,155.3,23220,29772
7841,37.60855,-121.0051,140.3,32253,41594
4010,37.61948,-120.9803,116.4,22227,33711
3567,37.59712,-121.0027,155.8,49018,61548
4422,37.58681,-120.9704,248.6,62182,67009
4561,37.58913,-120.945,138.1,32083,42327
3811,37.61427,-120.9487,205.5,58077,71434
6310,37.64469,-120.7973,244.5,51625,60711
2866,37.66332,-120.9161,209.9,56317,68239
5077,37.50505,-121.1738,281.8,58947,72306
1601,37.37327,-121.0523,307,39167,66505
10720,37.31572,-121.0219,171.7,48450,59821
8092,37.52058,-120.8018,320,71188,87725
8007,37.5259,-120.8565,270.3,48808,59781
4796,37.4705,-120.8564,196.1,46372,58377
5860,37.48674,-120.8556,155.9,30115,40208
3004,37.48277,-120.8413,135.3,44215,49412
2667,37.51194,-120.8714,196,54053,58282
4374,37.49203,-120.835,200.4,36282,47341
3871,37.49986,-120.8241,271.4,73992,84511
4880,37.50483,-120.8419,152.2,25841,35783
7460,37.51474,-120.836,310.7,65732,80598
2226,37.50683,-120.8547,34.3,34643,41579
5980,37.51658,-120.8593,189.3,50323,56793
6438,39.15785,-121.6288,248.6,39146,51787
4559,39.14802,-121.6237,156.2,31217,41177
4037,39.13483,-121.6154,120,27639,34023
3585,39.09839,-121.6077,197.4,69598,72159
6182,39.13173,-121.6525,241.6,46250,61642
6966,39.12013,-121.6486,236.9,62066,76097
7163,39.1026,-121.6499,237.2,66831,81249
6029,39.15076,-121.6758,287.1,75040,77550
4358,39.278,-121.6598,170,43783,62290
6205,39.26251,-121.6701,220.6,44522,55618
1561,38.98357,-121.7978,275.9,52039,68629
2551,38.88484,-121.5222,396.4,73603,91271
7705,40.34085,-122.2967,243.8,48070,66813
5508,40.22345,-122.2855,271.9,60083,75826
5507,40.18124,-122.2459,215.1,34159,45883
5213,40.18806,-122.2123,169.1,33359,43943
7828,40.16197,-122.2399,174.3,31997,44474
4112,40.06889,-122.1834,159.7,36359,51496
3678,40.00945,-122.0957,205.3,35019,50072
7175,39.91694,-122.1483,176.9,42576,51346
7523,39.92231,-122.1941,207.6,38594,43427
2867,40.71278,-122.8543,274,38309,55834
3105,40.54647,-123.1964,246.4,31972,40845
975,40.31547,-123.4408,285.7,30903,42460
9406,36.54255,-119.2902,136,34933,41468
2663,36.56545,-119.2746,293.1,34688,63448
6717,36.52593,-119.4281,297.2,52165,82147
6712,36.539,-119.3854,144.6,32740,47954
2635,36.40448,-119.0968,234.5,47460,55360
5391,36.41981,-119.0986,150.3,31626,42059
7416,36.39672,-119.2238,148.5,45819,61175
8171,36.37931,-119.3686,178,35254,54688
19732,36.3501,-119.3295,250.9,79829,92740
5765,36.33406,-119.3358,251.1,58891,79814
6983,36.33816,-119.2999,130.4,24433,32005
1337,36.33172,-119.3027,250,28750,38176
8013,36.34944,-119.2687,204.2,56765,70261
8037,36.33528,-119.2592,200.4,44399,58008
5581,36.32174,-119.1506,201.3,43017,63992
5258,36.3011,-119.1483,195.4,46042,52186
5745,36.29698,-119.2151,160.3,31910,42157
7149,36.31873,-119.2603,236.7,61113,82108
4689,36.31881,-119.3051,195.2,54471,72797
4830,36.3197,-119.3242,202.1,50254,61559
5663,36.3055,-119.3232,206.9,61011,68089
8185,36.29191,-119.3201,193,52661,67403
2769,36.32315,-119.338,172.1,31458,41172
5542,36.20745,-119.3609,146.8,29556,38596
4363,36.22001,-119.3738,134.8,59853,61555
6447,36.22568,-119.3438,236.4,50750,69648
4218,36.20922,-119.0986,161.6,27382,39518
5561,36.21133,-119.0817,156.5,35294,48779
5615,36.08134,-118.8001,306.1,45451,61374
5002,36.19048,-119.322,179.8,53478,57251
7837,36.13919,-119.0763,191.2,36371,50474
7016,36.04646,-119.0728,169.3,35795,50829
2861,36.07968,-119.0748,253,76454,101601
10796,36.09004,-119.0538,196.4,65077,71195
7090,36.07284,-119.0618,156.5,52901,57571
7114,36.06561,-119.0499,171.1,41236,52335
5931,36.08333,-119.0269,158.9,34737,45329
3077,36.07148,-119.0315,188.4,37959,44169
5847,36.0666,-118.968,180.7,31157,46181
2028,36.04618,-119.0256,164.9,36588,43891
6529,35.96378,-119.2796,167.2,26577,41285
7470,35.88346,-119.2688,122.6,25945,32856
6628,35.94861,-119.0309,213.8,34023,53325
3883,37.99104,-120.3956,298.7,54771,63962
4439,38.0392,-120.3761,270.2,45260,59732
5765,37.97765,-120.245,303.6,49339,61338
3954,37.8437,-120.1869,320.8,49271,61267
8355,37.95338,-120.4087,258,42410,56550
1778,37.75749,-120.4069,276.8,59196,77566
819,34.64176,-119.2072,491.7,31888,55336
2822,34.40976,-118.7982,232.9,47939,54057
5103,34.39423,-118.928,442.1,81071,88069
4777,34.40663,-118.9273,363.8,64128,78805
6758,34.36918,-119.059,393.5,54784,79455
1867,34.34008,-119.0679,151.3,61382,58619
6141,34.35223,-119.0632,316.1,37700,42433
6441,34.34523,-119.0769,317,55819,58744
7788,34.35426,-119.083,425.4,61507,76650
2488,34.39621,-119.3115,536.7,66581,101599
6834,34.44425,-119.2818,492.6,69684,78680
2473,34.34284,-119.2451,323,54773,71980
7724,34.27765,-119.1607,436.9,76103,88446
3950,34.27346,-119.1788,507.4,77434,88525
1099,34.27611,-119.2115,459.1,58674,63296
3531,34.28995,-119.2102,777.3,113125,123256
4302,34.28195,-119.2272,604.4,94632,105809
1832,34.28334,-119.2879,635,55250,62967
6288,34.29598,-119.2928,343.3,47756,62504
3881,34.27078,-119.2395,471.9,56475,69692
6270,34.26617,-119.2559,455,54664,68968
5455,34.224,-119.2055,636.9,109479,126223
4657,34.2309,-119.1848,515.4,72119,82635
8187,34.21364,-119.1863,394,60036,68283
8606,34.18884,-119.2149,393.5,85767,90366
5966,34.18691,-119.2351,743.5,91466,134454
6679,34.1822,-119.1912,360.2,62688,77553
2888,34.17833,-119.1827,283.9,49375,52232
6814,34.16823,-119.1822,320.3,48790,60150
5324,34.16265,-119.1909,370.3,70741,69875
6760,34.17881,-119.2102,311.9,49958,60749
2388,34.16322,-119.2006,174,48036,56587
7251,34.14945,-119.1936,400.2,51052,63115
2150,34.15772,-119.182,308.4,52407,63742
1469,34.16412,-119.1342,91.8,52083,53807
3432,34.16813,-119.1639,305,62667,69450
4476,34.17886,-119.1554,335.8,55556,69499
6249,34.21192,-119.1502,444.8,73274,80291
3003,34.2254,-119.135,328.8,43054,49977
8366,34.23531,-119.1609,305.2,52743,53741
5419,34.24191,-119.1736,367.4,75152,79108
2694,34.24936,-119.0235,516,78125,105276
5226,34.24041,-119.0426,584.1,86757,101650
3367,34.2387,-119.0628,774.6,114653,139288
9416,34.22943,-119.0077,561.7,100536,113146
4867,34.23297,-118.9894,588.1,111750,120909
4073,34.23338,-119.0314,506.2,89707,93886
2694,34.22314,-119.0336,421.3,53281,67535
5127,34.22145,-119.056,422.8,55375,67497
3336,34.2277,-119.0609,483.3,74980,84004
4320,34.22897,-119.0444,497.8,83413,91669
9976,34.20886,-119.0237,476,81547,99748
2068,34.16592,-119.037,330.9,78456,85499
5149,34.16593,-118.9656,689.3,133516,142286
6716,34.16824,-118.947,621.7,105815,124694
6695,34.15398,-118.848,790.5,93713,132376
3635,34.14554,-118.8336,739.3,94850,134516
2711,34.17903,-118.9222,587.8,97121,104977
4845,34.18482,-118.9425,508.1,86087,101220
8378,34.1922,-118.9174,736.1,91938,114853
6573,34.22329,-118.8888,628.9,108047,129042
3597,34.22132,-118.8785,627.4,117736,122659
7126,34.22644,-118.8575,589.8,106290,117839
3744,34.21157,-118.8609,445.5,58269,74248
4019,34.21057,-118.877,599.6,120160,121054
3907,34.18312,-118.8684,525.2,53094,66906
6335,34.17593,-118.8456,278.6,44449,53688
3429,34.19336,-118.8501,719.6,135238,150128
4313,34.17965,-118.831,731.1,121250,151057
5585,34.17589,-118.7757,663.3,132255,144822
7514,34.24615,-118.7615,620.6,122586,128311
6958,34.2404,-118.802,775.1,136167,159136
3722,34.21457,-118.8452,551.6,87008,106409
4161,34.21288,-118.8271,687.6,109808,132834
5355,34.25979,-118.7117,581.2,122083,129372
6528,34.259,-118.8079,517.4,75585,94242
5118,34.26819,-118.8762,564.5,106441,122904
4375,34.28175,-118.8786,346.1,49489,62404
7476,34.29864,-118.8509,434.6,94528,106188
4119,34.26867,-118.7709,459.2,53796,73868
5401,34.27828,-118.7679,380.5,82419,88237
4855,34.29072,-118.7535,597.6,105893,119402
5831,34.27684,-118.7523,482.8,102096,104566
3331,34.26845,-118.7533,477.6,86313,101903
5156,34.26126,-118.7504,432.3,82899,92851
4315,34.27742,-118.7064,407.7,75078,95655
4353,34.2768,-118.7243,401.4,74595,76207
5380,34.27571,-118.6731,434,69516,82042
3767,34.26935,-118.6843,420,69837,77996
3819,34.28948,-118.6785,680.9,135179,162073
3714,34.27827,-118.6876,433.2,81331,91692
5308,34.28744,-118.7075,482.9,83569,86059
7982,34.19431,-119.1878,305.2,37364,51415
5279,34.19891,-119.1671,171.1,22435,43152
7702,38.59567,-121.536,169.6,36998,54515
2538,38.57027,-121.5279,217.2,52674,66207
7270,38.54878,-121.5292,336.3,79507,94332
5130,38.54569,-121.5518,297.7,65638,80135
5922,38.5411,-121.7574,750,26362,41105
2453,38.55488,-121.7906,616.5,99107,116758
3135,38.55766,-121.7786,630,82841,96851
5615,38.55122,-121.7359,473.6,28611,47425
3559,38.55846,-121.7046,620,109569,133347
4095,38.54541,-121.7034,620.9,91607,115983
5882,38.53994,-121.7221,531.8,52141,80725
5854,38.55249,-121.7635,587.9,41854,66615
2267,38.5545,-121.7555,630.9,73542,88356
3881,38.68417,-121.7683,291.3,46422,58171
5311,38.68878,-121.7882,290.1,49383,59317
6464,38.67347,-121.7897,343.6,42712,59708
4884,38.66957,-121.76,205.3,41186,49861
2561,38.65908,-121.7943,361.7,81622,130437
4672,38.65933,-121.7704,287.4,71302,84319
8123,38.66908,-121.7381,333.1,78966,85361
8106,38.5288,-121.9716,313.3,58603,79513
4193,38.81661,-121.8572,304,49261,76342
5325,38.71276,-122.0439,293.8,65543,83447
7767,39.1582,-121.5741,177.5,41863,56278
3366,39.13216,-121.5422,126.7,21823,32056
2143,39.12671,-121.5644,131.9,35625,44021
5538,39.11259,-121.5768,159.4,35068,39627
10879,39.03209,-121.5542,212.8,74100,87136
1737,39.10399,-121.3516,137.5,36836,46345
2580,40.01581,-77.08117,207.2,68036,77132
4156,39.97877,-77.28246,182,55481,63530
5829,39.8945,-77.35702,200,59076,66992
4928,39.86252,-77.17607,215.7,59550,65473
7451,39.89291,-76.9977,184.4,57000,65426
7300,39.85994,-77.05069,182.4,49927,58963
3670,39.77505,-77.18358,270.5,68235,82885
2700,39.73739,-77.10343,259.1,73542,81469
4434,39.7441,-77.08933,182.1,54375,61197
3315,39.83551,-77.23245,194.6,53750,60820
6600,40.43564,-79.99075,34.1,14719,44608
2488,40.44764,-79.94994,116.1,23750,47107
3694,40.439,-79.9561,100.8,13456,24090
1202,40.45089,-79.97371,22.3,10432,17335
2341,40.4642,-79.96268,83.2,26056,34417
