"Population","Latitude","Longitude","Median_house_value","Median_household_income","Mean_household_income"
2227,32.69724,-117.141,236.2,21792,30706
4563,32.7152,-117.1535,354.8,39612,60265
7435,32.71252,-117.165,681.3,75440,132804
4463,32.72159,-117.161,449.8,62228,83155
2821,32.72946,-117.1637,403.7,53426,60778
3536,32.73572,-117.164,628.4,62014,88511
2237,32.73737,-117.1725,757.1,58125,87510
5032,32.7505,-117.2192,352.5,51154,57709
5148,32.74358,-117.2222,793.9,86629,112389
4948,32.74141,-117.2517,579.4,61216,73461
4040,32.75098,-117.2444,532.9,48654,58189
3227,32.7476,-117.2477,490.3,52879,67391
5607,32.77751,-117.247,760.8,55542,78121
3849,32.79065,-117.235,759.9,57000,67693
2819,32.79787,-117.2342,455.7,64693,79624
2797,32.79477,-117.2494,671.9,52697,73903
2522,32.80756,-117.2419,854.9,102179,142287
3805,32.80957,-117.2596,815.6,75380,104249
3094,32.81638,-117.232,882.8,93405,127351
5775,32.95979,-117.2344,750.2,104004,132246
5668,32.95147,-117.2226,817.8,106361,129703
2466,32.9426,-117.2248,730.7,134306,155900
10541,32.96796,-117.1456,684.9,137262,148383
4316,32.95825,-117.1355,573.4,109659,127019
4587,32.86291,-117.2164,359.8,52656,63189
3462,32.8573,-117.1963,640.9,104000,120793
4615,32.92032,-117.177,612.4,128500,144709
6358,32.92524,-117.1541,445.1,99352,99289
5259,32.91389,-117.1628,435.1,86037,91294
3514,32.91752,-117.1486,425.6,83641,91843
6493,32.90411,-117.1619,448.8,95298,103548
4261,32.90641,-117.1502,384.3,78683,86753
3517,32.92696,-117.1386,380,79091,84310
5972,32.93311,-117.12,495.3,101372,110025
5271,32.83118,-117.2214,462.2,78683,86521
6241,32.83554,-117.2062,456,60391,72120
6599,32.81864,-117.2114,497.5,74201,84003
6021,32.82382,-117.1959,488.7,57375,77954
5605,32.83823,-117.1847,442,65757,81994
6647,32.81511,-117.1737,432.2,60484,75325
2691,32.80286,-117.1822,514.9,96477,97498
3361,32.7975,-117.1625,369.3,52317,61785
5206,32.79293,-117.155,386,64432,72213
4805,32.77293,-117.172,335.5,54081,68964
3861,32.77864,-117.1775,453.1,54141,81612
3537,32.80218,-117.1949,391.5,52060,53700
2775,32.77998,-117.1972,572.3,84099,109619
4164,32.80229,-117.1331,384.3,63547,77938
7944,32.77455,-117.142,336.7,67025,81584
4488,32.78971,-117.1281,455.5,82043,83451
5028,32.88804,-117.1289,875,47708,53058
3659,32.8321,-117.1075,505.7,69141,84027
5914,32.91266,-117.0584,952,180833,205952
6442,32.83541,-117.0885,555.4,99032,107405
3179,32.78741,-117.091,411.3,52232,67491
5750,32.80712,-117.0608,509.7,89805,105557
3652,32.78535,-117.0729,565.5,93388,100600
6996,32.79192,-117.0529,639.2,100638,134278
4894,32.79854,-117.032,482.3,71422,81379
5484,32.55596,-117.0483,221.2,28270,32846
5569,32.58221,-117.0983,173,39976,47203
3217,32.57019,-117.0973,350,56128,68683
5200,32.57185,-117.0737,201.6,34135,42380
4507,32.57601,-117.1141,391.7,55673,69977
5558,32.5724,-117.1052,367.9,39219,47427
1433,32.58539,-117.1259,447.7,52679,55501
5514,32.58602,-117.1124,325,36654,45814
5891,32.66626,-117.0964,236.2,32368,38418
6741,32.68448,-117.0974,246.7,39451,46641
5246,32.68919,-117.0808,310,53281,67352
3285,32.68181,-117.0796,269.5,23851,45095
2235,32.66723,-117.0884,364.6,40813,57307
3326,32.66514,-117.0725,207.9,39654,45248
1586,32.64101,-117.0802,239.7,47992,48382
3431,32.64982,-117.0756,428.7,59316,75107
3434,32.64369,-117.0718,445.3,65956,77135
5445,32.64348,-117.0887,293.8,39560,51939
3858,32.63327,-117.0935,30.4,27632,36022
4466,32.64254,-117.0971,27.1,31554,34936
4955,32.63587,-117.0852,290,28705,38178
3374,32.62728,-117.0681,389.9,71827,79346
5903,32.62577,-117.079,365.6,44183,58168
6487,32.61457,-117.0677,308.6,39668,44555
2668,32.61053,-117.0867,121.1,34275,43763
5893,32.61269,-117.0789,325.7,38935,48331
6464,32.60642,-117.0637,348.4,33299,55724
5180,32.62369,-117.0511,366.4,64890,72335
3966,32.59841,-117.0503,264.9,55607,68411
9463,32.63763,-116.9599,397.3,98483,107187
9464,32.62046,-116.9829,420.2,97135,103795
4203,32.63388,-117.0554,394.9,87424,85507
5380,32.63269,-117.036,428.4,71783,82036
7073,32.67248,-116.991,476.2,90333,105496
4999,32.66056,-117.0133,588.7,92713,106337
5086,32.64696,-117.0415,523.1,84133,106288
7227,32.63187,-117.0118,428.8,85659,93629
3780,32.64661,-116.9918,454.3,81364,85971
2087,32.6577,-116.9832,498,99476,96761
3471,32.64059,-117.0176,440,84208,96816
4695,32.64613,-117.0152,528.6,80804,107145
3509,32.7245,-116.9626,307.4,72721,74844
5053,32.75264,-116.9773,468.4,74205,82301
6147,32.7512,-116.9197,503.6,81821,99733
5622,32.75817,-116.9488,603.9,110652,129120
6386,32.74927,-116.9408,413.7,75153,78715
2352,32.75543,-116.9929,585.7,82404,103509
4771,32.74636,-117.0096,397.1,54430,85771
2957,32.73446,-117.0105,231.5,47091,53835
3676,32.71906,-116.99,407.6,83867,96349
4701,32.72548,-117.0086,284.9,56296,66173
4185,32.71974,-117.0032,296.6,37689,46080
4488,32.72534,-117.0206,397.4,81313,79287
3768,32.71683,-117.0363,331.5,58295,66175
3523,32.7426,-117.0353,221.9,21510,35632
3749,32.74869,-117.0444,358.1,47690,61125
4795,32.76047,-117.0297,342.1,52250,63882
4729,32.75477,-117.0243,545.5,72151,82960
4690,32.78002,-117.025,365.6,43991,54281
4328,32.77683,-117.0374,318.6,51588,61398
4243,32.76146,-117.012,533.7,57083,67238
3186,32.76984,-117.0111,409,61319,70294
4769,32.78898,-116.9949,408.1,76442,81961
3879,32.76965,-116.9913,657.3,103004,156633
3179,32.78409,-116.9588,311.4,44000,50556
2508,32.77132,-116.9505,625.3,102109,118496
7626,32.78323,-116.9426,410.4,48816,58504
5765,32.77649,-116.9203,530.4,87188,97766
2492,32.77275,-116.9004,721.6,123375,162505
2748,32.81722,-116.83,549.9,85517,110334
2536,32.7953,-116.9076,584.4,106714,129210
7102,32.79136,-116.9494,27.9,26473,36373
3550,32.7972,-116.9592,281.7,27711,45988
3450,32.79015,-116.9688,16.2,30635,35863
5220,32.78374,-116.9673,348.9,37377,47461
5788,32.80045,-116.9889,452.2,84923,93164
5843,32.81267,-116.9908,538.9,84938,109811
3337,32.80173,-116.9703,140.6,38429,49994
5444,32.80394,-116.9448,306.4,39583,49365
2784,32.8219,-116.9559,307.6,60167,57206
7339,32.83199,-117.0192,218.7,65510,75577
3388,32.84212,-117.0148,353.1,73788,82791
6365,32.85403,-116.9635,372,76207,83544
6143,32.85871,-117.0014,397.8,91994,96694
1860,32.84777,-117.0037,345.5,78963,89737
3912,32.84883,-116.9908,367.6,67938,76829
4067,32.83168,-116.9948,357.8,52802,64693
6944,32.84763,-116.934,344.2,60120,72061
7135,32.83472,-116.9193,344.7,69000,84454
5486,32.8302,-116.8998,334.7,74219,85420
2792,32.84809,-116.9102,447.2,92586,96035
2341,32.90739,-116.8896,386.1,92611,99881
2876,33.01296,-117.0512,716.4,116250,184066
4024,32.96458,-117.0307,435.9,59541,81117
2416,33.01531,-117.0661,385.5,42695,55694
7295,33.03731,-117.0696,524.8,89479,101904
5883,33.03546,-117.0558,545.6,72869,111254
3177,33.00075,-117.0003,838.7,136324,157757
17064,33.02901,-117.1094,639.1,126038,142747
3853,33.02791,-117.084,413.4,83929,94593
13593,33.0091,-117.1045,645.2,117917,135078
5880,32.95051,-117.1175,589.9,106689,133225
4363,32.96446,-117.0579,493.7,93167,119805
5535,32.92726,-117.106,741.4,121645,143926
3678,32.91866,-117.0916,674.8,131509,147853
3364,32.99944,-117.0305,878.5,163452,194547
4144,32.97479,-117.0838,528.7,87721,99953
3907,33.04921,-117.2413,642.3,96114,105546
6650,33.07379,-117.2332,796.9,112805,125708
2969,33.00201,-117.2489,924.7,90114,118139
2769,33.04223,-117.2914,954.1,87532,119351
4941,33.07563,-117.285,784.2,97153,120388
5275,33.07358,-117.3041,946.3,78902,96868
2777,33.05694,-117.2988,634,51800,78178
5975,33.1003,-117.287,741.3,106678,129800
2293,33.15741,-117.3264,688.9,76429,98851
4942,33.1493,-117.3212,640.6,78412,92808
6355,33.11235,-117.307,552.1,93750,106285
5659,33.17833,-117.3609,530.2,65757,88571
6847,33.19243,-117.37,437.1,40000,49418
2166,33.19146,-117.3804,654.5,51329,72890
3566,33.19879,-117.3795,628.2,43234,61275
6631,33.18883,-117.3416,559.2,69380,96020
9097,33.23746,-117.3072,285.9,54829,71407
2975,33.2128,-117.3428,352.9,70022,68684
3397,33.2177,-117.3261,238.3,36386,50372
7947,33.23376,-117.2915,441.8,79111,96152
3175,33.19162,-117.2912,366.7,51417,64421
5891,33.19447,-117.2836,343.5,58438,72021
6810,33.20749,-117.3678,308.6,50771,60587
3175,33.25429,-117.3201,361.5,90329,94761
6133,33.24959,-117.3146,287.3,64392,73527
8052,33.27566,-117.2835,575,94946,106955
3477,33.23929,-117.3309,322.8,61738,67874
6494,33.23107,-117.3324,145.6,39403,54692
8122,33.33253,-117.2041,626.5,83457,108881
5640,33.38034,-117.2441,367.4,51964,66940
6765,33.37299,-117.2487,334,45605,56490
6033,33.36417,-117.249,443.6,57740,75452
6373,33.26585,-117.0833,440.3,76042,102177
2104,33.20787,-116.9507,419,64386,72987
5614,33.21521,-117.2387,390.6,46696,58228
8416,33.22544,-117.2171,530.3,53546,78072
3305,33.19989,-117.1844,671.1,77109,108276
6936,33.22981,-117.2759,420.3,94009,103146
4628,33.20002,-117.264,294.2,57305,65873
4147,33.20932,-117.2496,316.7,40583,45953
5715,33.20831,-117.2411,418.1,36172,43800
6291,33.20541,-117.2247,403.6,57070,63816
11116,33.15855,-117.2699,457.4,82608,96392
6538,33.16971,-117.2365,507.8,62190,83564
12473,33.11683,-117.2463,626.1,101604,126753
9314,33.07794,-117.2519,692.8,121793,135240
3282,33.15944,-117.2137,316.7,41757,57150
7708,33.15187,-117.2032,305.4,43870,53424
6832,33.13303,-117.2153,231.5,53080,63584
7477,33.16286,-117.1823,470.6,84407,97130
7404,33.15771,-117.1538,475.4,74455,88598
4089,33.12716,-117.1907,435,65694,78238
4819,33.13769,-117.1843,161,35625,37691
10235,33.17133,-117.0711,489.5,91453,108992
3801,33.15579,-117.0962,277.8,50096,65328
5127,33.14497,-117.0686,322.4,57574,72646
6689,33.13291,-117.0733,247.4,34239,40762
5217,33.14038,-117.0588,289.4,50114,53249
4765,33.13318,-117.0535,195.4,37890,47370
2501,33.1462,-117.0532,274,49771,61244
4748,33.13803,-117.0474,95.4,34178,44932
6702,33.13233,-117.0632,305.5,48220,55839
7170,33.10622,-117.1119,310.6,56591,74697
2369,33.07029,-117.0915,704.2,107308,147626
4107,33.09956,-117.0805,354,78242,86799
5070,33.10173,-117.1007,614.7,70625,102977
3412,33.08217,-117.0874,636.6,124012,125260
5196,33.11066,-117.0867,362.4,37911,51233
4635,33.12123,-117.0537,442.6,68036,80724
4734,33.10578,-117.0704,278.8,47125,56663
8007,33.1349,-117.0226,487,86890,114532
1749,33.06793,-117.0433,630.8,108750,129417
5230,33.01329,-116.9202,594.3,107439,116506
3501,33.03229,-116.8881,417,64537,70644
5846,33.03623,-116.8745,352.7,42623,58497
5266,33.01864,-116.8118,489,98558,108164
3075,33.06191,-116.6007,375.8,66758,74708
4440,33.20359,-116.3526,255.1,41144,48850
3156,32.84054,-116.6358,354.1,65701,86197
2995,32.84687,-116.7627,511.3,82564,106121
7361,32.65767,-116.821,446.6,72861,97630
2616,32.71566,-116.8555,628.9,115486,141059
8846,32.95209,-117.2006,942.8,149000,187322
6816,32.66861,-117.1165,327.9,27675,34842
9082,33.12086,-117.2884,773,102019,118782
3739,37.80528,-122.412,718.8,60584,72217
2685,37.79846,-122.3999,995,113281,152930
5592,37.7982,-122.4097,966.8,24626,44883
4827,37.79427,-122.4192,750,56143,85604
3143,37.79473,-122.4093,675.5,19529,45119
4567,37.78575,-122.4162,422.9,32250,51062
2493,37.78786,-122.4238,635.5,85740,115863
3934,37.78796,-122.4295,745.7,62770,102275
5621,37.78427,-122.4509,970.6,86609,125034
7832,37.7782,-122.4476,853,86096,112027
2965,37.7781,-122.4386,970.9,74028,89022
2465,37.78243,-122.4225,518.3,60772,74647
3264,37.77345,-122.4254,689.9,49755,105851
2924,37.76698,-122.4325,841.6,84271,104231
3451,37.76571,-122.4504,894.8,109153,133820
2128,37.76829,-122.4146,636.4,90625,109380
3499,37.78169,-122.4016,615.1,16812,70588
4221,37.77637,-122.4011,700.9,112670,132927
2846,37.75957,-122.4433,931.1,120919,140578
3948,37.73883,-122.4362,858,93019,130525
3840,37.7381,-122.429,978.6,102847,133008
2060,37.76251,-122.3959,939.9,142222,189667
5078,37.75966,-122.4123,651.8,82679,128392
4595,37.75584,-122.4119,617.2,73349,81830
5216,37.73408,-122.4011,540.5,48724,64749
3725,37.73218,-122.3787,481,21818,31169
4582,37.72942,-122.3876,474.9,46250,59042
2624,37.72501,-122.3981,556.8,84145,95396
3660,37.72005,-122.3911,568.5,37306,54284
3077,37.74457,-122.4083,775.9,81351,115071
3404,37.73761,-122.4213,779.7,69318,94881
2912,37.73695,-122.4133,745.8,75938,100540
4267,37.73393,-122.4209,719,66298,94424
8471,37.72807,-122.4361,645.4,86343,101513
4261,37.72312,-122.4112,693.3,90556,97812
5863,37.72345,-122.4324,650.1,77273,92887
6810,37.71891,-122.4428,613,68897,82502
4875,37.71379,-122.4398,580.4,59333,80755
4992,37.7108,-122.4315,592,60915,73652
4551,37.70972,-122.4438,578.6,84583,91472
4233,37.76455,-122.4594,822.1,92969,140363
4838,37.75864,-122.4568,936.7,94558,135691
4313,37.76311,-122.4673,822.3,77165,93934
5658,37.75714,-122.4688,882.6,92976,125277
3046,37.75104,-122.4528,847.5,110114,136581
2221,37.74379,-122.4569,967.9,141875,154963
3494,37.7286,-122.4583,786.3,96509,115257
6193,37.73098,-122.4454,712.7,108224,120172
6167,37.72172,-122.4571,666.3,68010,81970
3826,37.71938,-122.4676,637,84167,134769
6676,37.71479,-122.4573,560.7,56619,76666
4316,37.75885,-122.4825,804.4,56250,77115
4238,37.74605,-122.4803,714.4,80048,89692
5021,37.74605,-122.4898,681.5,78719,93822
7764,37.7395,-122.4854,798.5,107969,114735
3968,37.73217,-122.4868,936.3,112961,125075
7842,37.75785,-122.4993,677.6,94769,112539
5300,37.75402,-122.5056,642.5,66298,79228
4322,37.76143,-122.5064,650.3,68073,83061
7226,37.74121,-122.4983,669.5,72287,88479
5326,37.78229,-122.4878,907.4,79212,96201
4996,37.77757,-122.4612,958.3,72031,99598
4334,37.77826,-122.4839,781.1,63651,78259
3824,37.77438,-122.4837,827.7,92682,96589
6400,37.77438,-122.5047,802.3,75585,101517
1689,37.71328,-122.4901,659.5,58952,70275
3610,37.71363,-122.3956,556.2,94861,102913
4089,37.73665,-122.3908,508.9,50707,59840
5395,37.75506,-122.3978,762.2,70947,107045
467,37.72811,-122.3719,420.6,62273,70355
3863,37.95383,-121.2844,275,14987,23160
3043,37.96109,-121.3056,199.3,47321,65588
4582,37.96307,-121.293,234.7,18198,32433
6692,37.93325,-121.3102,141.5,42426,54961
4915,37.9673,-121.3449,215.6,51953,77299
4931,37.97591,-121.3292,202.7,53653,58797
2383,37.96649,-121.2686,141.8,29943,51749
3977,37.95519,-121.2466,128.4,32781,39872
2560,37.922,-121.3,89.4,28011,35040
3982,37.92428,-121.3117,163.2,57500,65267
6409,37.9609,-121.2353,160.1,41914,48427
4239,37.9646,-121.2228,170.2,42328,50033
3600,38.00039,-121.3567,328.1,64432,83739
3537,38.02523,-121.3355,243,63683,70221
12534,38.04657,-121.3378,287.3,86766,96175
2800,38.03122,-121.3484,191.9,64107,82300
4571,38.03541,-121.3541,228,61101,69816
2725,38.02533,-121.3526,194.7,64196,69349
3704,38.00383,-121.3046,145.3,42357,48031
4229,38.01562,-121.3071,140.8,39385,49198
1590,37.99011,-121.308,152.3,32366,41229
3220,37.99455,-121.3018,164.2,20607,30570
4214,38.02458,-121.2869,169.6,45662,51116
3700,38.02377,-121.301,124.3,34179,43913
2914,38.01005,-121.2966,155,28361,35349
20177,38.02338,-121.2653,265.7,60899,84117
3453,37.9954,-121.229,324.6,63702,87628
3570,37.93983,-121.2216,119.8,32625,46166
12552,37.9077,-121.3132,236.4,67591,71790
5281,37.88331,-121.2889,272.8,46842,55719
1749,37.89897,-121.4286,281.3,34569,60820
10717,38.05069,-121.3719,296,87819,107982
4920,38.15491,-121.3103,311.6,71842,86570
3883,38.14204,-121.2779,238.6,35585,45281
5718,38.12269,-121.2804,229.6,40564,52871
4610,38.123,-121.2969,372.1,77330,99127
5702,38.10798,-121.2971,368.2,67936,88363
3753,38.10716,-121.2837,239.4,51600,64476
3870,38.10914,-121.276,235.7,40787,53930
3670,38.12506,-121.262,123.7,38351,45017
3709,38.21307,-121.1476,549.2,71862,86888
4894,38.11572,-121.1435,603.2,76378,95801
7214,37.79523,-120.9945,242.5,61673,69359
5569,37.73899,-121.1248,310.3,54403,71013
5702,37.73573,-121.1442,353.7,83776,105491
4463,37.80427,-121.2228,213.6,49260,63844
7721,37.78193,-121.2274,283.9,86033,99396
6006,37.81395,-121.3023,253.5,81990,97542
4829,37.78668,-121.2532,251.3,71202,70994
1859,37.81925,-121.2294,174.8,76982,71510
5510,37.8355,-121.2798,275,75101,79642
3582,37.81688,-121.2883,159.1,50618,54240
3186,37.81996,-121.2801,211.9,54485,64450
3257,37.79349,-121.2293,190.5,54063,61640
4249,37.78901,-121.2236,276.4,60331,68726
5139,37.82705,-121.2462,308.9,70875,82685
13899,37.73381,-121.4645,364.1,104938,126425
5784,37.71921,-121.4332,330.4,72198,86007
11433,37.70814,-121.444,298.9,99358,108411
6495,37.75786,-121.4371,243.5,59050,71224
4189,37.7437,-121.4446,265.8,64397,68345
5875,37.73283,-121.4453,297.1,75066,88672
3417,37.73226,-121.4214,237.9,49963,78173
3262,37.73243,-121.4305,271.7,56473,86381
4864,35.69895,-120.7245,470.2,78207,90806
6981,35.63705,-120.6626,441.2,72991,82325
5491,35.60601,-120.6502,337.2,63699,75101
4159,35.6215,-120.6709,338.8,62093,85708
10043,35.6327,-120.5433,464.1,66966,96446
3788,35.55097,-121.0862,679,76964,101039
5339,35.39344,-120.858,554.2,54006,71304
2592,35.43818,-120.8904,732.2,59130,77029
3836,35.36164,-120.8419,522.2,51115,64498
5127,35.27112,-120.6604,528.9,50313,60903
7745,35.25919,-120.695,533.8,51133,70222
4292,35.20618,-120.6782,818.2,80956,122359
3336,35.15734,-120.6744,867.1,66932,107320
8245,35.11497,-120.6003,423.6,55440,70681
5957,35.12275,-120.6238,437.6,42994,60232
7024,35.10192,-120.6092,279.4,36906,47792
5137,35.14014,-120.5327,841.7,99115,116442
4985,35.49315,-120.6636,404,60238,71940
5240,35.46409,-120.6432,288.9,39707,55144
7793,35.47729,-120.6714,407.4,73149,77699
6550,35.39879,-120.5277,490.1,60676,81884
5296,35.53211,-120.6544,441.9,78490,88551
2539,35.46099,-120.905,657.3,51557,81103
4854,37.68196,-122.4041,672.4,87955,122503
4154,37.70367,-122.4152,547.5,73026,92400
4027,37.70512,-122.4304,615.5,91250,111649
5068,37.70536,-122.453,530.8,92368,90546
5352,37.69729,-122.4655,591,61732,78365
7568,37.70539,-122.463,544.9,71534,78207
7510,37.68913,-122.4628,552.8,47434,61771
6658,37.68053,-122.4792,583.3,80387,99334
5063,37.67505,-122.4851,631.7,100159,100534
2893,37.68384,-122.4559,179.3,71058,77312
6189,37.65738,-122.4699,629,94665,102351
4286,37.66273,-122.456,610.1,89709,105556
8084,37.65598,-122.4178,690.8,50778,59235
5795,37.65023,-122.4749,616.4,92518,109037
4522,37.65965,-122.4831,619,92014,103647
3846,37.65085,-122.4884,586.4,88750,102374
4143,37.63434,-122.4883,611,70949,91734
3275,37.6134,-122.4831,662.1,115947,124119
5483,37.5918,-122.4689,708.4,98500,124949
5430,37.63232,-122.4483,676.6,107500,112791
5056,37.61818,-122.4346,774.8,92528,103803
5284,37.61538,-122.4161,677.6,88750,106205
3160,37.62335,-122.4207,639.4,100833,114388
2321,37.63164,-122.4274,335.6,57724,68459
4448,37.60583,-122.3948,618.4,59655,74343
3402,37.60766,-122.4093,888.4,80513,98274
2781,37.59385,-122.4066,965.9,100481,121655
4914,37.57737,-122.3495,846.4,58970,82284
5579,37.57198,-122.3337,654.4,62473,82648
4959,37.57913,-122.3312,477.9,66521,81015
4246,37.57829,-122.3173,620,94792,101458
4073,37.56557,-122.3194,633.5,69674,95512
3703,37.55407,-122.3169,850.4,102339,129404
3241,37.52695,-122.3254,965,115313,141887
4451,37.54398,-122.3109,749.5,68583,86392
3954,37.57077,-122.3057,608.1,90446,101757
2859,37.56498,-122.3025,623,88942,94068
3182,37.56089,-122.2869,582.7,102019,109577
3517,37.54863,-122.2671,865.7,121667,149450
2549,37.54092,-122.2719,972.9,134531,149841
2637,37.53175,-122.2826,485.4,75738,93911
4359,37.5262,-122.2764,724.9,86429,93292
6974,37.52129,-122.2893,916.3,102213,137692
6556,37.50724,-122.3033,949.1,90694,114590
2562,37.51305,-122.2798,891.9,96786,137495
1525,37.51124,-122.2598,712.8,113607,113494
3574,37.49898,-122.257,880.7,93672,127213
3616,37.50691,-122.2658,827.9,75125,92059
3278,37.49397,-122.2623,979.9,144922,168845
4492,37.47156,-122.2515,933.6,115068,149186
2484,37.49257,-122.2377,604.3,68218,90544
2429,37.48643,-122.2304,348.4,33750,58067
3436,37.4799,-122.2251,364.4,45878,46999
2108,37.49124,-122.2041,61.3,73229,109714
7336,37.53996,-122.2398,932.8,144375,172734
3386,37.47435,-122.198,746,80250,117403
6932,37.47706,-122.2313,666.4,59943,71121
4433,37.47606,-122.1382,378.2,54913,72828
10325,37.46329,-122.1311,466,62796,84662
7041,37.45898,-122.1424,767,46401,69514
4141,37.47707,-122.4374,720,95417,113380
5975,37.50592,-122.4691,824.1,126540,147799
4005,37.28881,-122.3102,936.2,122717,137534
4299,34.43504,-119.7352,784.3,67344,84264
4138,34.4309,-119.7222,745.6,54572,67433
5874,34.44446,-119.7312,928.8,87950,111756
4740,34.41621,-119.712,652.6,60981,69459
4096,34.40016,-119.7118,958.3,71735,91705
5270,34.40451,-119.5202,735.7,91442,109613
5190,34.39795,-119.5219,733.8,52423,65972
5870,34.60366,-120.0687,811.9,102568,135300
4967,34.85997,-120.417,326.9,60200,77437
2240,34.8748,-120.3768,766.4,78056,110941
6451,34.88609,-120.4244,350.3,67240,78875
4375,34.87172,-120.4107,395.4,95758,96653
2737,34.87334,-120.453,553.5,76607,99113
3873,34.94876,-120.4242,292,49670,60745
2084,34.94153,-120.4291,322.8,45729,65915
4997,34.96408,-120.4294,295.3,37281,82834
4782,34.95679,-120.4275,318.8,38250,44651
3321,34.9715,-120.4307,246,48718,59569
6035,34.96826,-120.4174,301.8,65595,80972
6687,34.95711,-120.4453,215.9,42298,49262
7800,34.94268,-120.4469,197.5,40741,45706
7345,34.9605,-120.5762,217.1,43995,48455
7395,34.64336,-120.4661,233.7,33750,44903
2287,34.63562,-120.4662,333.7,50400,59729
2568,34.63534,-120.4497,287.4,41626,49331
7024,34.65749,-120.4585,325.5,75830,82737
2266,34.65138,-120.4785,249.1,79118,85266
4016,34.44551,-119.8405,807.1,90926,96658
5963,34.43636,-119.8878,695.7,87091,105949
3248,34.44643,-119.8229,754.7,82011,97654
8839,34.41703,-119.8556,712.1,68796,84405
5547,34.4364,-119.8222,398.9,51208,57034
4874,34.43264,-119.8012,728.9,102727,111780
4999,34.43593,-119.7858,797.8,82383,100355
6339,37.35796,-121.8897,498.7,61711,87400
3140,37.33138,-121.9075,576.3,100125,129941
2369,37.34045,-121.9223,827.4,59360,99139
4586,37.33376,-121.9139,715,80500,99991
3723,37.33508,-121.885,584.9,45071,63904
4523,37.33387,-121.8784,657.9,28047,38878
4477,37.35337,-121.8826,533.9,60882,85243
3295,37.3524,-121.8704,375.8,39397,51837
2947,37.34495,-121.8673,375.5,55598,64589
6854,37.32993,-121.8761,638.8,35230,64031
5085,37.31647,-121.8961,686.5,81799,113009
5022,37.32276,-121.9308,541.1,50260,73092
7469,37.31072,-121.9238,558.1,40933,58786
6260,37.30299,-121.9229,456.7,64398,73228
3245,37.30082,-121.9068,924.3,96734,117434
4102,37.25547,-121.9221,724.9,93804,118806
7200,37.27328,-121.9154,734.6,103710,121150
5075,37.27734,-121.9047,756.5,114787,142242
4521,37.24821,-121.9012,590.9,91714,95811
3912,37.26364,-121.8974,643.1,90707,127894
6683,37.25928,-121.9087,671.5,108346,118366
7894,37.28218,-121.8737,666.5,84632,105166
4025,37.32386,-121.8713,376.5,57875,70425
4760,37.31608,-121.8805,464.4,39250,51178
6027,37.28887,-121.861,383.8,93947,108521
3120,37.32766,-121.852,371.2,45444,53494
3585,37.2982,-121.8777,83.7,28356,37532
8175,37.28921,-121.8396,324.6,57163,64233
3938,37.29618,-121.8163,487.9,90083,94110
4453,37.28924,-121.8239,443,99167,101426
6069,37.31873,-121.8176,502.8,42981,62559
3365,37.35008,-121.7872,665.5,84818,99223
4658,37.32952,-121.8039,676.5,126574,143649
4173,37.34244,-121.7978,505.9,97404,101809
4688,37.33393,-121.7919,580.7,102872,110839
3543,37.32761,-121.79,684.3,90776,115364
4448,37.32036,-121.7891,614.7,92857,104185
4712,37.30834,-121.7909,603,93750,104850
3461,37.31159,-121.7789,793.9,150217,156650
3173,37.2945,-121.7596,602.5,58074,82541
3772,37.30119,-121.81,376.2,80548,91305
5263,37.32445,-121.8335,362.2,33813,49500
6463,37.33609,-121.8344,380.8,62333,75550
6432,37.34397,-121.8271,514.8,56472,78743
2182,37.341,-121.833,323.8,55000,72419
2992,37.35502,-121.8622,419.8,46650,62338
2725,37.37057,-121.8527,565.3,80546,83443
5088,37.36304,-121.8604,427.4,27265,45510
4763,37.3499,-121.8452,398.4,50050,69649
5440,37.37406,-121.8289,518.9,62969,77361
3301,37.36877,-121.8371,530.5,53571,67609
5875,37.35433,-121.8336,426.7,39659,54909
4779,37.38328,-121.8216,658.7,92000,118945
4530,37.3708,-121.8033,638,106563,138200
4415,37.40347,-121.8379,660.6,105188,119182
7062,37.37817,-121.8833,607,104167,125689
4753,37.40165,-121.8552,614.6,89205,104761
4839,37.38663,-121.8712,501,86784,96269
2903,37.40331,-121.8713,632,101818,109891
5346,37.39325,-121.8645,546.1,99009,108228
5263,37.38753,-121.8936,591.1,115607,116139
5741,37.39867,-121.8811,538.1,89259,108351
4901,37.43949,-121.8804,506.1,66111,81094
1714,37.43818,-121.9043,607.6,92361,104050
3591,37.42119,-121.8768,554.5,101719,144110
323,37.43301,-121.8556,779.4,96739,175409
4883,37.43138,-121.8809,431.7,71060,75846
4733,37.45106,-121.9012,639,101950,110407
3672,37.45875,-121.9065,535.9,72019,85853
2373,37.43359,-121.8711,584.4,97115,103082
5924,37.452,-121.9155,423.6,77955,96036
817,37.41604,-122.0724,69.9,62563,73033
5242,37.39613,-121.9913,251.1,76603,89125
5294,37.40296,-122.004,106,73558,83099
2930,37.39595,-122.0017,577.5,99583,117583
9530,37.39744,-121.9498,686.7,122481,141340
3898,37.40055,-121.9238,525.9,130343,139682
5254,37.40721,-121.9385,24.7,114662,132926
3027,37.36267,-121.9124,433,78051,84974
4809,37.34632,-121.9326,612.6,92468,119286
4424,37.36791,-121.9849,535,76797,88866
4015,37.36194,-121.9728,596.4,103625,108943
5514,37.35948,-121.9904,655.7,96086,105999
5957,37.3489,-121.9887,541.9,92630,98354
3880,37.34983,-121.9448,653.2,37844,58906
